/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_129.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_129.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_129.jpg, 0, 0, 0, 3.285928
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_237.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_237.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_237.jpg, 0, 0, 0, 3.246397
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_339.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_339.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_339.jpg, 0, 0, 0, 3.21382
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_446.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_446.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_446.jpg, 0, 0, 0, 3.181569
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_557.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_557.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_557.jpg, 0, 0, 0, 3.143296
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_658.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_658.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_658.jpg, 0, 0, 0, 3.111753
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_762.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_762.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_762.jpg, 0, 0.03055501, 0, 3.086571
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_863.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_863.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_863.jpg, 0, 0.3342061, 0, 3.301251
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_54_970.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_54_970.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_54_970.jpg, 0, 0.681084, 0, 4.051429
/Users/KimberlyNguyen/Desktop/DriveData/IMG/center_2018_09_11_17_23_55_079.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/left_2018_09_11_17_23_55_079.jpg, /Users/KimberlyNguyen/Desktop/DriveData/IMG/right_2018_09_11_17_23_55_079.jpg, 0, 1, 0, 5.049809
